"","ï..Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","Q21A","country","TIPI1","TIPI2","TIPI3","TIPI4","TIPI5","TIPI6","TIPI7","TIPI8","TIPI9","TIPI10","VCL3","VCL6","VCL12","gender","age","Extraversion","Agreeableness","Conscientiousness","Emotional","Openness","education","urban","race"
"53",3,1,4,1,3,4,1,4,4,4,4,4,3,2,3,4,4,3,1,3,1,"IT",1,2,4,1,5,1,6,3,1,5,0,0,0,2,27,2,8,7,2,10,4,2,60
"54",1,4,4,4,4,1,4,4,3,4,1,3,4,1,3,4,4,1,4,1,4,"CA",1,3,5,3,5,1,1,5,6,1,0,0,0,1,24,2,4,10,9,6,4,3,60
"55",3,1,3,1,2,3,2,2,3,2,2,3,2,1,3,1,3,1,2,3,2,"GB",5,2,5,2,6,2,6,5,3,6,0,0,0,2,23,7,8,10,5,12,3,3,60
"56",3,3,4,1,2,4,1,1,1,2,4,2,2,3,3,4,2,4,1,2,2,"US",1,1,7,1,5,1,5,6,2,6,0,0,0,2,19,2,6,13,3,11,2,3,60
"57",3,4,2,2,2,2,3,3,2,3,3,2,1,4,2,3,2,2,1,2,2,"US",1,1,5,2,5,7,7,3,2,3,0,0,0,2,35,8,8,8,4,8,3,1,60
"58",3,1,3,1,3,4,1,4,3,2,2,3,2,2,2,3,3,2,2,4,2,"US",6,5,7,3,7,5,6,7,6,6,0,0,0,1,21,11,11,14,9,13,3,1,60
"59",2,3,1,1,4,2,1,1,2,1,1,1,1,4,1,2,1,2,2,1,3,"IT",2,3,4,4,3,2,4,3,6,6,0,0,0,1,22,4,7,7,10,9,2,3,60
"60",3,2,1,2,2,3,1,2,4,2,3,3,2,2,3,1,1,3,3,4,1,"DE",5,3,2,2,4,2,5,3,2,6,0,0,0,2,21,7,8,5,4,10,2,2,60
"61",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,"GB",1,7,1,1,1,1,1,1,1,1,0,0,0,1,20,2,8,2,2,2,3,1,60
"62",3,4,2,4,2,2,4,4,4,2,2,4,3,2,4,2,2,2,4,2,2,"US",5,7,4,1,5,2,7,6,2,4,0,0,0,1,38,7,14,10,3,9,3,3,60
"63",2,1,1,1,1,3,1,3,2,2,2,1,2,1,1,3,2,2,2,2,2,"US",2,6,4,3,4,2,6,3,3,3,0,0,0,2,21,4,12,7,6,7,2,3,10
"64",4,4,3,1,4,2,1,3,4,4,3,3,4,3,3,3,3,4,3,2,2,"US",7,7,3,3,5,7,7,2,2,7,0,0,0,2,42,14,14,5,5,12,2,2,60
"65",4,1,1,1,4,2,4,4,2,2,2,3,2,2,2,2,2,3,3,2,1,"US",4,3,6,4,4,3,6,4,4,5,0,0,0,2,29,7,9,10,8,9,4,3,60
"66",3,1,2,2,3,4,1,4,1,2,4,2,3,4,3,2,3,4,2,1,2,"US",4,2,7,1,2,4,1,3,1,6,0,0,0,1,36,8,3,10,2,8,2,1,60
"67",2,1,1,1,2,3,1,2,2,1,3,2,2,2,1,1,1,2,1,1,1,"US",4,3,7,4,6,6,5,6,5,6,0,0,0,2,33,10,8,13,9,12,2,2,70
"68",2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,"MY",4,2,7,1,5,2,6,2,6,2,0,0,0,2,29,6,8,9,7,7,4,2,10
"69",1,2,1,1,4,2,1,2,1,1,3,1,2,2,1,1,3,2,1,1,2,"NONE",2,3,3,4,2,4,2,7,3,5,0,0,0,2,30,6,5,10,7,7,3,2,60
"70",2,1,2,1,2,2,1,2,2,3,3,2,3,2,2,3,2,2,1,1,2,"RO",5,3,4,2,4,6,1,7,1,6,0,0,0,1,35,11,4,11,3,10,4,2,60
"71",1,1,2,1,2,4,1,1,3,4,1,3,2,1,2,4,4,1,1,2,4,"US",6,6,5,1,7,5,7,5,1,6,0,0,0,1,22,11,13,10,2,13,4,3,10
"72",2,1,2,1,3,1,1,2,2,1,2,2,2,1,1,3,1,1,2,2,2,"US",2,5,5,5,6,1,7,4,5,6,0,0,0,2,25,3,12,9,10,12,3,3,70
"73",3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,"US",1,6,3,1,3,1,6,3,2,5,0,0,0,2,27,2,12,6,3,8,1,1,60
"74",4,2,1,2,3,3,2,4,1,1,4,2,3,4,1,2,3,4,2,1,2,"US",7,3,5,2,7,5,5,3,6,5,0,0,0,1,28,12,8,8,8,12,2,1,60
"75",2,1,2,1,2,2,1,3,1,2,2,3,1,1,1,2,2,2,3,1,2,"AU",5,7,6,2,6,5,6,4,3,6,0,0,0,2,40,10,13,10,5,12,3,3,10
"76",4,2,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,"DE",1,2,5,2,6,1,3,3,5,6,0,0,0,1,21,2,5,8,7,12,2,2,60
"77",1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2,4,1,2,1,"ID",6,2,5,2,7,3,7,5,2,7,0,0,0,2,21,9,9,10,4,14,2,3,10
"78",2,1,1,1,2,2,2,3,1,1,3,1,1,2,2,1,2,1,1,3,1,"PH",3,4,3,2,5,6,6,2,4,3,0,0,0,2,19,9,10,5,6,8,3,2,10
"79",2,1,2,2,1,2,3,2,4,1,3,3,3,2,3,1,2,2,4,4,2,"ID",5,1,6,2,5,3,7,7,3,6,0,0,0,1,22,8,8,13,5,11,3,2,10
"80",4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,"ID",5,1,7,1,6,4,4,4,3,6,0,0,0,2,21,9,5,11,4,12,3,2,60
"81",3,2,1,1,4,3,2,3,3,2,2,2,2,2,3,2,3,1,1,3,1,"PH",3,3,3,2,6,6,6,2,4,3,0,0,0,2,19,9,9,5,6,9,3,2,10
"82",3,1,2,1,3,3,1,4,4,2,4,4,3,1,2,2,1,3,1,3,1,"GB",1,1,1,1,1,3,6,6,1,7,0,0,0,2,21,4,7,7,2,8,2,2,60
"83",2,1,2,2,2,3,3,3,2,1,3,3,3,3,3,2,3,2,3,3,3,"IE",2,3,4,1,2,2,5,4,3,5,0,0,0,2,25,4,8,8,4,7,3,1,60
"84",3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"GR",3,6,5,7,5,3,5,3,6,6,0,0,0,1,20,6,11,8,13,11,2,3,60
"85",3,3,3,1,4,3,1,2,4,4,3,3,2,4,2,4,4,2,3,1,4,"GR",5,1,3,1,2,1,6,4,1,6,0,0,0,1,19,6,7,7,2,8,2,3,60
"86",2,1,4,3,3,3,2,3,2,2,3,1,2,2,1,4,1,1,1,2,3,"IN",5,3,5,4,5,5,6,3,4,4,0,0,0,1,28,10,9,8,8,9,4,3,10
"87",2,1,1,1,3,1,4,1,3,2,1,2,1,2,1,3,1,2,1,1,2,"CA",2,3,6,5,5,2,4,5,4,4,0,0,0,2,19,4,7,11,9,9,2,2,60
"88",3,1,2,1,3,1,1,4,1,2,1,2,3,3,1,4,1,2,2,3,3,"HU",2,3,6,7,7,2,3,4,6,7,0,0,0,1,38,4,6,10,13,14,4,2,60
"89",1,1,2,1,2,1,1,1,1,3,1,1,2,1,1,2,2,2,1,1,2,"ID",4,1,6,6,4,2,4,2,6,4,0,0,0,1,22,6,5,8,12,8,3,3,10
"90",2,1,1,1,2,2,1,2,2,1,2,1,1,3,1,1,1,1,1,1,1,"IN",4,3,7,1,4,2,4,7,5,6,0,0,0,2,40,6,7,14,6,10,4,2,10
"91",3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,"US",2,6,7,3,3,1,7,7,3,7,0,0,0,2,50,3,13,14,6,10,2,3,60
"92",3,4,2,4,2,3,4,3,3,2,3,3,3,2,4,2,2,2,3,4,1,"AT",2,3,6,1,2,2,6,6,1,7,0,0,0,2,19,4,9,12,2,9,2,3,60
"93",1,2,1,1,3,1,1,1,1,1,2,1,3,3,1,1,1,1,3,1,3,"US",2,2,7,6,6,2,1,7,7,4,0,0,0,2,36,4,3,14,13,10,3,2,60
"94",2,3,3,1,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,"US",5,3,3,4,6,3,6,2,5,6,0,0,0,1,25,8,9,5,9,12,3,2,70
"95",2,1,3,2,2,1,1,4,1,4,2,1,4,2,1,3,3,1,2,1,4,"UA",6,3,6,4,5,2,2,4,5,5,0,0,0,1,23,8,5,10,9,10,3,3,70
"96",2,1,2,1,4,3,1,3,3,3,3,1,2,2,1,2,3,2,1,1,1,"US",2,2,5,3,5,5,6,2,4,3,0,0,0,2,21,7,8,7,7,8,2,2,10
"97",1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,"AU",3,3,3,3,7,3,6,3,4,6,0,0,0,2,35,6,9,6,7,13,4,3,10
"98",3,4,3,3,4,4,2,4,4,2,2,4,3,4,3,2,3,3,3,4,3,"KR",4,1,3,2,5,2,6,4,3,3,0,0,0,1,22,6,7,7,5,8,4,3,10
"99",2,1,3,1,2,1,1,2,1,4,2,1,3,2,1,2,2,1,1,1,4,"MX",1,7,5,1,5,1,1,3,5,1,0,0,0,2,39,2,8,8,6,6,2,1,70
"100",3,1,1,2,2,2,1,2,1,1,2,2,3,2,2,2,3,2,2,2,2,"AU",5,2,6,2,7,3,6,3,2,7,0,0,0,2,20,8,8,9,4,14,2,2,60
"101",1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,3,1,2,2,1,1,"CA",2,7,7,3,7,2,6,7,7,7,0,0,0,1,43,4,13,14,10,14,3,2,60
"102",1,2,3,1,3,1,1,2,4,2,3,2,3,1,1,2,3,1,1,1,2,"AU",6,3,5,2,6,3,7,4,5,5,0,0,0,2,49,9,10,9,7,11,4,1,60
"103",3,3,3,2,4,3,2,2,4,3,2,2,4,3,3,4,2,2,3,4,3,"AU",2,7,1,2,3,1,0,1,1,5,0,0,0,2,21,3,7,2,3,8,2,3,30
"104",2,3,1,2,2,1,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,"AU",5,3,6,3,6,3,6,3,7,4,0,0,0,2,47,8,9,9,10,10,2,2,60
"105",2,1,2,2,3,1,1,2,2,3,1,2,2,2,2,2,3,2,1,4,2,"CA",1,2,6,3,6,1,6,4,4,4,0,0,0,1,21,2,8,10,7,10,3,3,10
"106",2,3,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"ID",1,5,4,1,2,1,5,2,2,3,0,0,0,2,22,2,10,6,3,5,3,3,10
"107",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"CA",7,1,7,1,7,1,7,7,1,7,0,0,0,2,23,8,8,14,2,14,1,3,60
"108",2,2,3,3,4,2,3,3,1,4,3,4,4,3,2,3,4,2,3,1,4,"US",5,3,3,2,3,3,7,1,2,6,0,0,0,2,38,8,10,4,4,9,1,3,60
"109",2,2,1,3,2,1,1,2,1,2,2,2,3,1,2,2,1,1,3,2,2,"PT",6,3,3,1,7,7,5,2,2,4,0,0,0,2,25,13,8,5,3,11,3,3,60
"110",1,2,1,1,1,3,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,"GR",6,6,7,2,4,3,5,7,5,3,0,0,0,2,35,9,11,14,7,7,3,2,60
"111",3,2,1,1,4,1,3,1,4,1,2,1,1,3,2,1,3,3,3,1,1,"ID",2,7,3,1,5,1,4,2,1,3,0,0,0,2,20,3,11,5,2,8,2,2,10
"112",3,1,3,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,"US",1,1,5,1,3,1,2,3,3,3,0,0,0,2,35,2,3,8,4,6,4,1,60
"113",1,1,4,2,2,3,3,2,1,4,1,3,3,2,1,1,3,1,3,1,1,"GE",3,3,5,2,6,1,4,5,1,7,0,0,0,1,21,4,7,10,3,13,3,1,70
"114",3,3,3,1,4,1,3,3,1,3,3,3,4,3,3,4,2,1,4,2,4,"SE",5,6,3,4,6,2,6,2,2,3,0,0,0,1,25,7,12,5,6,9,2,1,60
"115",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"GB",2,1,7,1,1,7,1,1,1,1,0,0,0,3,46,9,2,8,2,2,3,2,60
"116",3,3,3,3,2,3,3,4,3,2,3,4,2,2,3,2,3,3,3,3,3,"US",5,5,5,4,5,4,5,3,5,2,0,0,0,2,27,9,10,8,9,7,2,2,60
"117",3,1,4,2,4,3,2,3,3,4,3,3,4,2,3,2,4,2,4,4,4,"US",3,3,6,1,1,6,3,2,1,4,0,0,0,2,41,9,6,8,2,5,3,2,60
"118",4,1,3,2,4,4,1,3,4,4,3,3,4,3,1,3,3,2,3,1,4,"AU",6,2,2,1,7,5,6,3,5,3,0,0,0,1,30,11,8,5,6,10,1,3,70
"119",1,3,1,1,3,2,1,1,3,1,1,2,3,1,3,2,1,2,2,2,1,"ID",7,3,6,5,4,5,7,2,6,4,0,0,0,1,21,12,10,8,11,8,2,3,10
"120",3,2,2,2,4,3,3,3,2,3,3,2,3,2,3,2,4,3,2,2,3,"US",4,5,4,3,6,4,5,2,2,2,0,0,0,2,20,8,10,6,5,8,2,2,60
"121",1,2,2,1,1,2,1,2,2,4,3,1,2,2,1,3,3,2,1,1,4,"SE",2,5,5,6,6,1,1,6,6,3,0,0,0,1,25,3,6,11,12,9,2,2,50
"122",3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3,"RO",5,2,5,2,2,4,5,4,3,3,0,0,0,2,25,9,7,9,5,5,3,3,60
"123",1,1,2,2,3,1,1,2,2,4,3,2,2,1,3,2,4,2,1,1,4,"FI",1,5,2,1,3,1,2,5,6,2,0,0,0,1,19,2,7,7,7,5,2,2,60
"124",4,2,2,2,4,4,3,4,4,2,4,3,2,2,3,2,2,4,4,4,4,"US",1,3,6,1,1,1,4,5,6,5,0,0,0,2,21,2,7,11,7,6,2,1,30
"125",2,2,4,4,4,2,1,3,1,3,1,1,4,3,2,2,3,1,1,3,2,"PH",2,6,7,3,7,1,7,3,7,7,0,0,0,2,22,3,13,10,10,14,3,1,10
"126",2,2,3,2,2,2,2,3,1,3,3,3,2,2,3,2,3,2,1,1,2,"ZA",3,3,5,3,5,3,3,3,3,5,0,0,0,2,33,6,6,8,6,10,3,2,60
"127",1,1,2,1,4,3,1,3,2,4,3,2,4,1,3,2,3,3,1,2,2,"US",1,6,3,2,7,1,5,1,2,6,0,0,0,1,22,2,11,4,4,13,2,2,60
"128",2,2,1,1,1,3,3,2,3,1,1,2,3,1,3,2,2,2,2,1,1,"ID",5,6,6,3,5,5,7,5,3,7,0,0,0,2,20,10,13,11,6,12,2,3,10
"129",1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,"ID",4,3,4,6,5,3,4,5,5,4,0,0,0,2,24,7,7,9,11,9,3,3,10
"130",2,1,4,2,2,1,1,1,2,3,1,2,3,2,2,4,3,2,3,2,3,"ID",6,4,6,2,7,2,7,1,4,6,0,0,0,2,20,8,11,7,6,13,2,3,10
"131",2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,"US",6,3,5,3,6,2,6,0,6,3,0,0,0,1,41,8,9,5,9,9,3,2,10
"132",2,2,4,2,4,1,1,3,3,4,2,2,4,1,4,4,4,1,2,2,4,"NL",2,6,4,2,6,2,2,3,2,2,0,0,0,2,21,4,8,7,4,8,2,3,60
"133",4,1,2,1,2,4,1,4,4,3,4,4,4,3,3,2,3,4,4,3,3,"US",1,1,7,1,1,2,6,7,1,2,0,0,0,2,43,3,7,14,2,3,2,1,60
"134",2,3,3,1,4,4,1,2,1,4,2,1,3,2,1,3,3,2,3,2,4,"US",2,3,3,7,5,1,4,4,4,3,0,0,0,1,28,3,7,7,11,8,2,2,60
"135",3,1,2,1,4,3,1,3,3,3,4,3,3,4,3,4,2,3,2,2,2,"US",1,5,5,2,3,2,6,2,4,6,0,0,0,2,19,3,11,7,6,9,3,2,50
"136",1,1,3,1,2,1,1,1,1,4,1,1,1,2,1,1,4,1,1,1,4,"FR",2,3,4,5,6,2,3,4,4,2,0,0,0,1,24,4,6,8,9,8,3,3,60
"137",1,1,1,2,2,3,1,3,3,3,2,1,4,1,1,1,1,3,1,2,1,"US",5,7,7,3,6,1,7,1,4,6,0,0,0,1,20,6,14,8,7,12,2,2,60
"138",2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,2,"IN",5,4,5,3,7,3,6,3,5,6,0,0,0,1,29,8,10,8,8,13,4,1,10
"139",2,1,2,1,2,2,1,2,2,2,2,4,4,4,1,4,4,4,1,2,4,"MY",6,3,6,3,6,3,7,6,4,4,0,0,0,2,35,9,10,12,7,10,2,3,10
"140",1,2,2,1,2,2,2,1,1,1,1,2,2,1,1,3,1,1,1,1,1,"FR",7,1,7,3,6,7,6,5,3,7,0,0,0,2,58,14,7,12,6,13,4,3,60
"141",3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,1,"CA",1,3,2,4,1,1,4,1,2,2,0,0,0,2,56,2,7,3,6,3,2,3,60
"142",4,1,4,1,4,4,2,4,1,1,1,1,4,1,4,4,1,1,1,4,1,"CA",7,7,4,2,7,1,1,4,1,7,0,0,0,1,37,8,8,8,3,14,4,3,60
"143",1,1,2,2,3,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,"US",6,4,7,5,7,1,7,7,5,5,0,0,0,2,23,7,11,14,10,12,3,3,60
