"","ï..Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","Q21A","country","TIPI1","TIPI2","TIPI3","TIPI4","TIPI5","TIPI6","TIPI7","TIPI8","TIPI9","TIPI10","VCL3","VCL6","VCL12","gender","age","Extraversion","Agreeableness","Conscientiousness","Emotional","Openness","education","urban","race"
"53",2,1,2,2,2,3,3,3,2,1,3,3,3,3,3,2,3,2,3,3,3,"IE",2,3,4,1,2,2,5,4,3,5,0,0,0,2,25,4,8,8,4,7,3,1,60
"54",2,1,1,1,3,1,4,1,3,2,1,2,1,2,1,3,1,2,1,1,2,"CA",2,3,6,5,5,2,4,5,4,4,0,0,0,2,19,4,7,11,9,9,2,2,60
"55",2,1,1,1,2,2,1,2,2,1,2,1,1,3,1,1,1,1,1,1,1,"IN",4,3,7,1,4,2,4,7,5,6,0,0,0,2,40,6,7,14,6,10,4,2,10
"56",3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,"US",2,6,7,3,3,1,7,7,3,7,0,0,0,2,50,3,13,14,6,10,2,3,60
"57",3,4,2,4,2,3,4,3,3,2,3,3,3,2,4,2,2,2,3,4,1,"AT",2,3,6,1,2,2,6,6,1,7,0,0,0,2,19,4,9,12,2,9,2,3,60
"58",1,2,1,1,3,1,1,1,1,1,2,1,3,3,1,1,1,1,3,1,3,"US",2,2,7,6,6,2,1,7,7,4,0,0,0,2,36,4,3,14,13,10,3,2,60
"59",2,1,2,1,4,3,1,3,3,3,3,1,2,2,1,2,3,2,1,1,1,"US",2,2,5,3,5,5,6,2,4,3,0,0,0,2,21,7,8,7,7,8,2,2,10
"60",1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,"AU",3,3,3,3,7,3,6,3,4,6,0,0,0,2,35,6,9,6,7,13,4,3,10
"61",2,1,3,1,2,1,1,2,1,4,2,1,3,2,1,2,2,1,1,1,4,"MX",1,7,5,1,5,1,1,3,5,1,0,0,0,2,39,2,8,8,6,6,2,1,70
"62",3,1,1,2,2,2,1,2,1,1,2,2,3,2,2,2,3,2,2,2,2,"AU",5,2,6,2,7,3,6,3,2,7,0,0,0,2,20,8,8,9,4,14,2,2,60
"63",1,2,3,1,3,1,1,2,4,2,3,2,3,1,1,2,3,1,1,1,2,"AU",6,3,5,2,6,3,7,4,5,5,0,0,0,2,49,9,10,9,7,11,4,1,60
"64",3,3,3,2,4,3,2,2,4,3,2,2,4,3,3,4,2,2,3,4,3,"AU",2,7,1,2,3,1,0,1,1,5,0,0,0,2,21,3,7,2,3,8,2,3,30
"65",2,3,1,2,2,1,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,"AU",5,3,6,3,6,3,6,3,7,4,0,0,0,2,47,8,9,9,10,10,2,2,60
"66",2,3,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"ID",1,5,4,1,2,1,5,2,2,3,0,0,0,2,22,2,10,6,3,5,3,3,10
"67",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"CA",7,1,7,1,7,1,7,7,1,7,0,0,0,2,23,8,8,14,2,14,1,3,60
"68",2,2,3,3,4,2,3,3,1,4,3,4,4,3,2,3,4,2,3,1,4,"US",5,3,3,2,3,3,7,1,2,6,0,0,0,2,38,8,10,4,4,9,1,3,60
"69",2,2,1,3,2,1,1,2,1,2,2,2,3,1,2,2,1,1,3,2,2,"PT",6,3,3,1,7,7,5,2,2,4,0,0,0,2,25,13,8,5,3,11,3,3,60
"70",1,2,1,1,1,3,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,"GR",6,6,7,2,4,3,5,7,5,3,0,0,0,2,35,9,11,14,7,7,3,2,60
"71",3,2,1,1,4,1,3,1,4,1,2,1,1,3,2,1,3,3,3,1,1,"ID",2,7,3,1,5,1,4,2,1,3,0,0,0,2,20,3,11,5,2,8,2,2,10
"72",3,1,3,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,"US",1,1,5,1,3,1,2,3,3,3,0,0,0,2,35,2,3,8,4,6,4,1,60
"73",3,3,3,3,2,3,3,4,3,2,3,4,2,2,3,2,3,3,3,3,3,"US",5,5,5,4,5,4,5,3,5,2,0,0,0,2,27,9,10,8,9,7,2,2,60
"74",3,1,4,2,4,3,2,3,3,4,3,3,4,2,3,2,4,2,4,4,4,"US",3,3,6,1,1,6,3,2,1,4,0,0,0,2,41,9,6,8,2,5,3,2,60
"75",3,2,2,2,4,3,3,3,2,3,3,2,3,2,3,2,4,3,2,2,3,"US",4,5,4,3,6,4,5,2,2,2,0,0,0,2,20,8,10,6,5,8,2,2,60
"76",3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3,"RO",5,2,5,2,2,4,5,4,3,3,0,0,0,2,25,9,7,9,5,5,3,3,60
"77",4,2,2,2,4,4,3,4,4,2,4,3,2,2,3,2,2,4,4,4,4,"US",1,3,6,1,1,1,4,5,6,5,0,0,0,2,21,2,7,11,7,6,2,1,30
"78",2,2,4,4,4,2,1,3,1,3,1,1,4,3,2,2,3,1,1,3,2,"PH",2,6,7,3,7,1,7,3,7,7,0,0,0,2,22,3,13,10,10,14,3,1,10
"79",2,2,3,2,2,2,2,3,1,3,3,3,2,2,3,2,3,2,1,1,2,"ZA",3,3,5,3,5,3,3,3,3,5,0,0,0,2,33,6,6,8,6,10,3,2,60
"80",2,2,1,1,1,3,3,2,3,1,1,2,3,1,3,2,2,2,2,1,1,"ID",5,6,6,3,5,5,7,5,3,7,0,0,0,2,20,10,13,11,6,12,2,3,10
"81",1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,"ID",4,3,4,6,5,3,4,5,5,4,0,0,0,2,24,7,7,9,11,9,3,3,10
"82",2,1,4,2,2,1,1,1,2,3,1,2,3,2,2,4,3,2,3,2,3,"ID",6,4,6,2,7,2,7,1,4,6,0,0,0,2,20,8,11,7,6,13,2,3,10
"83",2,2,4,2,4,1,1,3,3,4,2,2,4,1,4,4,4,1,2,2,4,"NL",2,6,4,2,6,2,2,3,2,2,0,0,0,2,21,4,8,7,4,8,2,3,60
"84",4,1,2,1,2,4,1,4,4,3,4,4,4,3,3,2,3,4,4,3,3,"US",1,1,7,1,1,2,6,7,1,2,0,0,0,2,43,3,7,14,2,3,2,1,60
"85",3,1,2,1,4,3,1,3,3,3,4,3,3,4,3,4,2,3,2,2,2,"US",1,5,5,2,3,2,6,2,4,6,0,0,0,2,19,3,11,7,6,9,3,2,50
"86",2,1,2,1,2,2,1,2,2,2,2,4,4,4,1,4,4,4,1,2,4,"MY",6,3,6,3,6,3,7,6,4,4,0,0,0,2,35,9,10,12,7,10,2,3,10
"87",1,2,2,1,2,2,2,1,1,1,1,2,2,1,1,3,1,1,1,1,1,"FR",7,1,7,3,6,7,6,5,3,7,0,0,0,2,58,14,7,12,6,13,4,3,60
"88",3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,1,"CA",1,3,2,4,1,1,4,1,2,2,0,0,0,2,56,2,7,3,6,3,2,3,60
"89",1,1,2,2,3,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,"US",6,4,7,5,7,1,7,7,5,5,0,0,0,2,23,7,11,14,10,12,3,3,60
"90",2,2,3,2,3,4,2,2,2,2,3,3,3,3,4,3,4,4,3,3,3,"US",5,1,6,1,6,2,6,2,3,4,0,0,0,2,22,7,7,8,4,10,2,2,60
"91",2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,"CA",7,7,7,4,4,7,7,3,7,7,0,0,0,2,77,14,14,10,11,11,2,3,60
"92",1,1,2,1,2,2,2,1,2,1,3,2,3,3,2,3,3,2,2,2,2,"NZ",6,3,5,1,6,7,6,2,3,4,0,0,0,2,29,13,9,7,4,10,2,3,60
"93",3,3,2,1,3,2,1,2,2,2,3,2,4,3,2,4,2,4,1,2,2,"US",5,3,3,6,6,4,5,2,5,5,0,0,0,2,21,9,8,5,11,11,2,3,10
"94",3,1,2,3,3,3,3,2,4,2,2,3,3,2,4,2,2,3,3,3,2,"US",4,4,3,2,3,4,5,5,2,4,0,0,0,2,19,8,9,8,4,7,2,2,60
"95",2,4,4,3,3,4,3,2,3,4,4,4,3,4,3,2,4,4,3,3,4,"US",4,5,5,2,4,1,7,3,2,4,0,0,0,2,24,5,12,8,4,8,2,2,10
"96",2,4,3,1,4,2,3,4,2,3,3,3,1,3,1,4,4,3,1,2,2,"US",3,2,3,2,2,1,6,1,1,3,0,0,0,2,29,4,8,4,3,5,2,3,60
"97",4,3,3,1,4,4,1,4,1,4,2,4,4,4,2,4,2,3,1,2,4,"DE",7,1,3,2,7,7,7,2,2,5,0,0,0,2,28,14,8,5,4,12,4,3,60
"98",3,3,2,4,2,2,2,4,4,2,3,3,2,2,4,3,2,3,4,3,1,"ID",5,6,6,1,4,4,5,3,1,4,0,0,0,2,22,9,11,9,2,8,3,3,10
"99",3,2,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,"US",5,7,7,1,7,1,5,3,6,1,0,0,0,2,35,6,12,10,7,8,3,3,60
"100",2,4,4,1,3,3,1,2,1,4,3,3,3,3,2,3,4,3,1,1,4,"US",1,7,6,5,6,1,7,6,4,2,0,0,0,2,24,2,14,12,9,8,4,3,10
"101",2,2,1,2,1,1,2,3,1,1,2,1,2,1,1,2,1,2,1,2,1,"US",7,5,7,6,6,3,7,6,7,7,0,0,0,2,40,10,12,13,13,13,3,3,60
"102",2,2,4,1,4,3,2,3,1,3,3,2,4,2,3,3,3,3,1,2,4,"NONE",1,4,1,1,1,1,7,1,1,1,0,0,0,2,46,2,11,2,2,2,2,2,60
"103",2,1,4,3,4,4,1,2,4,4,4,4,4,4,4,4,4,3,4,1,4,"PK",5,3,7,1,7,3,5,1,7,3,0,0,0,2,22,8,8,8,8,10,4,3,10
"104",2,1,4,2,4,2,2,3,1,4,4,2,4,4,2,3,4,3,1,4,4,"CA",3,3,1,1,3,4,3,1,1,6,0,0,0,2,20,7,6,2,2,9,2,2,60
"105",4,2,4,2,2,1,2,4,3,4,3,4,4,2,3,2,3,1,1,2,2,"AU",6,6,6,3,7,3,7,3,3,7,0,0,0,2,22,9,13,9,6,14,3,3,10
"106",3,2,2,2,4,4,2,4,4,3,4,2,3,2,2,3,3,3,3,2,4,"CA",1,1,2,1,3,2,3,3,3,7,0,0,0,2,20,3,4,5,4,10,4,2,70
"107",2,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,"BR",3,3,4,2,3,1,4,7,1,1,0,0,0,2,19,4,7,11,3,4,3,3,60
"108",1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,"MY",6,3,6,4,4,4,6,3,5,4,0,0,0,2,19,10,9,9,9,8,2,1,10
"109",3,3,4,1,4,3,2,3,2,2,2,2,3,4,2,3,2,4,1,1,2,"MY",4,3,2,2,4,3,3,3,2,4,0,0,0,2,21,7,6,5,4,8,2,1,10
"110",3,1,3,1,4,3,1,4,1,4,3,4,3,3,2,3,3,3,1,3,4,"US",2,1,7,1,6,3,5,6,1,7,0,0,0,2,38,5,6,13,2,13,3,2,60
"111",2,2,3,1,4,2,1,3,3,1,2,2,1,1,2,3,2,1,1,3,4,"NP",4,5,6,4,7,2,6,3,4,2,0,0,0,2,24,6,11,9,8,9,4,3,10
"112",3,3,2,1,4,2,1,4,2,2,2,2,4,2,4,3,2,4,1,1,2,"CA",7,2,3,1,7,5,7,2,4,7,0,0,0,2,22,12,9,5,5,14,3,3,60
"113",3,2,3,3,3,2,4,3,3,2,3,3,2,2,1,2,2,3,2,2,2,"HK",6,7,5,3,3,7,6,4,2,3,0,0,0,2,23,13,13,9,5,6,3,2,10
"114",2,4,3,4,4,3,2,4,4,3,3,4,4,4,3,4,2,2,4,2,2,"FR",2,1,6,2,3,1,1,6,3,7,0,0,0,2,19,3,2,12,5,10,2,2,60
"115",2,2,1,1,3,2,2,1,1,1,1,3,1,1,2,1,1,1,2,1,1,"US",2,4,7,3,6,1,6,7,5,4,0,0,0,2,24,3,10,14,8,10,4,2,60
"116",4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,4,3,4,"NZ",4,4,2,2,5,3,5,2,2,6,0,0,0,2,19,7,9,4,4,11,2,3,60
"117",2,1,1,1,3,1,1,2,1,1,2,1,1,2,1,3,1,2,1,1,1,"IE",1,3,6,3,5,1,6,3,5,6,0,0,0,2,31,2,9,9,8,11,3,1,60
"118",3,1,2,2,3,3,1,2,1,1,3,2,2,1,2,2,2,2,1,1,1,"US",5,4,2,3,5,6,6,3,1,7,0,0,0,2,26,11,10,5,4,12,2,3,60
"119",3,2,2,2,2,2,3,3,2,1,2,3,2,2,2,2,2,3,2,2,1,"US",3,5,6,5,3,1,5,5,3,4,0,0,0,2,28,4,10,11,8,7,3,3,60
"120",3,1,3,1,4,4,1,4,3,3,1,1,4,3,1,4,3,1,1,1,3,"US",2,6,5,2,7,4,6,2,2,1,0,0,0,2,19,6,12,7,4,8,2,3,70
"121",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"PH",3,7,7,5,7,5,1,7,7,7,0,0,0,2,21,8,8,14,12,14,4,1,10
"122",1,1,1,1,4,2,1,1,1,2,2,1,1,1,1,3,1,2,1,1,1,"US",3,6,1,3,5,6,6,3,1,4,0,0,0,2,22,9,12,4,4,9,2,1,70
"123",1,3,1,4,1,1,1,1,2,1,1,1,2,2,1,2,4,1,1,1,4,"US",5,2,5,3,7,2,7,2,7,5,0,0,0,2,22,7,9,7,10,12,2,2,30
"124",2,4,3,2,2,3,2,3,3,2,2,2,3,2,2,2,4,3,4,2,2,"US",2,5,3,3,5,1,7,3,3,3,0,0,0,2,19,3,12,6,6,8,2,1,60
"125",1,2,2,1,1,4,1,4,3,3,4,2,3,2,1,2,4,1,1,4,2,"US",5,1,4,1,4,1,5,1,6,6,0,0,0,2,27,6,6,5,7,10,2,3,60
"126",2,2,1,3,3,2,2,1,3,1,4,2,2,2,1,1,2,2,2,2,1,"IN",7,3,5,6,5,2,7,3,4,5,0,0,0,2,22,9,10,8,10,10,4,3,70
"127",3,3,2,3,4,2,3,3,2,2,3,2,3,3,3,2,3,3,2,2,3,"US",6,6,5,1,6,5,7,5,3,6,0,0,0,2,38,11,13,10,4,12,2,3,60
"128",1,1,3,1,4,2,2,1,2,1,2,2,3,1,1,2,2,3,2,1,1,"US",2,6,4,7,7,3,3,2,4,4,0,0,0,2,25,5,9,6,11,11,3,1,60
"129",2,1,1,1,1,3,2,2,2,1,2,2,1,1,3,1,1,1,3,2,1,"US",2,3,2,1,5,1,7,2,3,5,0,0,0,2,19,3,10,4,4,10,1,2,60
"130",2,3,2,1,4,1,2,2,4,3,2,3,4,1,1,3,3,2,2,1,1,"AU",2,5,4,1,6,2,5,3,6,3,0,0,0,2,21,4,10,7,7,9,2,3,70
"131",1,1,3,1,4,3,2,3,4,3,3,2,2,2,2,3,2,1,1,3,2,"US",2,5,2,2,4,1,7,2,3,4,0,0,0,2,19,3,12,4,5,8,2,3,70
"132",2,4,2,2,3,2,2,2,3,3,3,3,3,3,3,3,2,2,1,2,2,"CA",1,3,5,1,5,2,6,7,4,5,0,0,0,2,56,3,9,12,5,10,2,2,60
"133",2,1,2,1,3,2,1,1,1,1,3,1,2,2,1,3,2,2,2,1,1,"MY",5,3,5,5,5,2,6,6,6,6,0,0,0,2,24,7,9,11,11,11,3,2,10
"134",1,1,2,1,4,1,1,1,1,1,1,1,2,1,1,2,2,1,1,3,1,"FR",6,4,1,4,7,4,4,1,5,6,0,0,0,2,43,10,8,2,9,13,2,3,70
"135",2,3,2,1,3,1,4,2,3,1,2,3,2,1,1,1,1,1,1,2,1,"IN",5,5,6,4,6,3,4,3,5,4,0,0,0,2,23,8,9,9,9,10,4,3,10
"136",4,4,1,1,4,4,4,4,1,1,1,1,1,1,1,3,1,4,4,4,4,"CA",3,3,1,2,7,3,4,2,2,7,0,0,0,2,21,6,7,3,4,14,1,1,50
"137",1,1,3,1,4,2,3,1,1,4,3,1,3,3,2,4,3,3,1,4,3,"US",1,7,6,1,4,1,7,1,2,1,0,0,0,2,20,2,14,7,3,5,3,3,60
"138",1,1,2,1,3,4,2,1,2,2,4,2,2,4,1,2,2,4,2,1,1,"US",1,3,3,1,3,1,3,5,2,6,0,0,0,2,24,2,6,8,3,9,2,3,60
"139",3,3,3,2,4,4,2,3,4,4,4,3,4,3,3,4,4,4,2,3,4,"GB",2,2,4,1,2,5,3,3,1,4,0,0,0,2,25,7,5,7,2,6,2,2,60
"140",2,3,1,1,2,3,2,2,3,1,3,3,3,3,3,2,1,3,4,2,1,"HU",2,3,5,1,2,1,6,4,3,5,0,0,0,2,23,3,9,9,4,7,3,3,60
"141",2,2,1,1,2,1,2,2,1,2,1,2,3,1,1,2,1,1,1,1,2,"AR",2,2,5,5,4,2,4,5,3,6,0,0,0,2,29,4,6,10,8,10,3,3,70
"142",2,1,2,2,2,1,2,2,1,2,3,2,3,2,1,2,1,3,1,3,2,"CA",3,2,5,3,5,2,7,3,3,7,0,0,0,2,22,5,9,8,6,12,2,3,60
"143",3,2,2,1,3,2,2,4,2,3,4,2,3,2,2,2,2,1,1,2,2,"US",3,4,7,1,2,1,6,6,4,4,0,0,0,2,40,4,10,13,5,6,2,1,60
